adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,tmdb_keywords,production_countries,year,month,day,decade,LLM_Raw_Response
False,/yERDHEaOezMqsRXhrulS9t6sAqC.jpg,"[12, 27]",9392,en,The Descent,"After a personal tragedy, Sarah joins her friends on a caving expedition in the Appalachian Mountains. But when a rockfall traps them deep underground, their adventure turns into a nightmare. As they search for a way out, the group discovers they are not alone—lurking in the darkness are savage, cave-dwelling creatures. With rising tension and dwindling trust, the women must fight to survive against both the predators and each other.",6.7574,https://image.tmdb.org/t/p/original/mxFPI4KYBk5ri9cPteIS8jiDFgj.jpg,2005-07-08,The Descent,False,7.0,4191,"panic, darkness, mutant, expedition, cave, claustrophobia, trauma, gore, female friendship, rope, climbing, appalachia, friends, female protagonist, best friend, creature, survival horror, grieving, speleology, camcorder, suspenseful",United Kingdom,2005,7,8,2000,"Based on the title, overview, and keywords, I would classify ""The Descent"" under **Isolation & Psychological Unraveling**.

The film's core fear is not an external threat from a monster or invader but rather the isolation and claustrophobia that arises when the group becomes trapped in the cave. The horror stems from the characters' growing paranoia, mistrust, and desperation as they try to survive against both the predators and each other. The film's focus on the psychological effects of being trapped and the breakdown of relationships among the women also supports this classification.

While there are certainly monstrous creatures lurking in the darkness, their presence is not the primary source of fear; rather, it's the characters' own isolation and desperation that drives the horror."
False,/uFcVCxoXdPBf4XJfyvvMTPZb9Oo.jpg,"[27, 9648]",32170,ko,여고괴담 4: 목소리,"While practicing after hours in her high school, an aspiring singer is mysteriously killed and her body vanishes. Her invisible ghost is trapped in the school, but her best friend is able to hear her voice.",2.9716,https://image.tmdb.org/t/p/original/zLgIvlq8nKtBc8QAapwomcI7tEX.jpg,2005-07-15,Voice,False,6.67,91,,South Korea,2005,7,15,2000,"Based on the title, overview, and keywords, I would classify the movie ""Voice"" under **Possession & Loss of Agency**.

The film's premise revolves around an invisible ghost trapped in a school, which suggests that the main character has lost control over her own body and is now stuck between life and death. The fact that only one person can hear her voice implies that there is some kind of supernatural force at play, which is characteristic of possession horror.

The fear category **Possession & Loss of Agency** captures the primary fear at the core of the film, which is the loss of control over one's own mind and body. This fear drives the horror sequences in the movie, as the protagonist struggles to communicate with the living and find a way to move on from her physical death.

While there may be other fears present in the movie, such as the fear of isolation or the fear of being trapped, **Possession & Loss of Agency** is the primary fear that structures the horror sequences and drives the plot."
False,,[27],1226609,ja,稲川淳二のあなたの隣の恐い話 ～夏の怪～,"This is the third in a series of hair-raising omnibus horror stories from Japan's most famous horror storyteller, Junji Inagawa. Matsukawa is guided by Shinohara, the manager of a business partner, to a certain bar in Kamata. Sitting next to him is a pale, quiet woman. Shinohara tells him that there is a restaurant where a woman's ghost appears. At first Matsukawa makes fun of Shinohara's story, but...",5.2374,https://image.tmdb.org/t/p/original/6InesOBLvbULhhI5VHSih73oFRU.jpg,2005-07-25,Inagawa Junji no Anata no tonari no kowai hanashi: Natsu no Kai,False,0.0,0,,Japan,2005,7,25,2000,"Based on the title and overview, I would classify this movie under **Invasion & Paranoia** (Category 1).

The primary fear at the core of this film is the invasion of an external presence that disrupts Matsukawa's life. The pale, quiet woman sitting next to him in the bar seems to be a harbinger of supernatural events, and Shinohara's story about a restaurant where a woman's ghost appears suggests that there may be an unseen force at work.

While there are elements of isolation and psychological unraveling present (Category 9), the primary focus is on the invasion of this external presence, which drives the horror sequences. The film's use of supernatural elements and the blurring of reality and fantasy also align with the Invasion & Paranoia category.

Therefore, I believe that **Invasion & Paranoia** is the most fitting category for this movie."
False,,"[10749, 28, 27]",65966,tl,Dilim,"The movie tells the story of a mysterious creature called Dilim, who roams the streets at night and does vigilante work, saving innocent victims by literally devouring the villains. A do-good policeman goes hot on Dilim’s trail, setting off a series of dangerous encounters, bloodbath, and rude awakenings.",3.5945,https://image.tmdb.org/t/p/original/hGSgMaNUQINQbOJXDsTgzhQDU3B.jpg,2005-07-30,Dilim,False,5.0,1,philippines,Philippines,2005,7,30,2000,"Based on the title, overview, and keywords, I would classify ""Dilim"" under **Invasion & Paranoia** (Category 1).

The fear at the core of this film appears to be the invasion of a mysterious creature, Dilim, who is an external presence that alters the environment by devouring villains. This classification fits because control comes from an uncanny presence (Dilim) rather than institutions, technologies, or social systems.

While there may be elements of persecution and social breakdown, as well as body horror, these fears are secondary to the primary fear of invasion and paranoia driven by Dilim's actions."
False,/zZlkCilSVHz6OeJSiIYdL6II2nw.jpg,"[80, 18, 53, 27]",11345,en,The Zodiac,"An elusive serial killer known as the Zodiac terrorizes the San Francisco Bay in the late 1960s, while detectives aim to stop him before he claims more victims. Based on a true story.",3.369,https://image.tmdb.org/t/p/original/kwhF9vVc9tyiSOxRJSKCey67lXb.jpg,2005-07-31,The Zodiac,False,5.5,129,"california, san francisco, california, based on true story, serial killer, reporter, family conflict, 1960s, zodiac killer",United States of America,2005,7,31,2000,"Based on the title, overview, and keywords, I would classify ""The Zodiac"" under **Invasion & Paranoia** (Category 1).

The primary fear at the core of this film is the invasion of a serial killer, known as the Zodiac, who terrorizes the San Francisco Bay in the late 1960s. The killer's elusiveness and unpredictability create an atmosphere of paranoia among the detectives and citizens, making it difficult to stop him before he claims more victims.

The fear of being replaced or observed by this hidden presence drives the horror sequences, as the characters are constantly on edge, trying to stay one step ahead of the Zodiac. This category fits best because the invading presence is an external force that alters the environment and society without conscious intent, rather than a biological or technological transformation.

While there may be some themes of institutional control (Category 3) or family conflict (Category 10), the primary fear driving the film's horror sequences is the invasion and paranoia caused by the Zodiac killer."
False,,[27],968624,en,Detour Into Madness Vol 1.,"A collection of 5 short thriller/horror tales in one feature length DVD. SNUFF: 2 girls audition for a horror film and discover the director is off his rocker and the horror is all to real. SAMHAIN 101: A tale of 3 students studying a horror legend. ROADKILL: When Jenni hits a pedestrian while driving drunk, he comes back for revenge. REVELATIONS: A tale of faith, sex and murder. THE DEVIL'S WINDOW: 3 girls decided to contact the other side, only top discover a cruel twist of fate. DEVIL'S WINDOW: 3 girls enlist the power of a spirit board, and evil is released.",9.5295,https://image.tmdb.org/t/p/original/2rCEnqEHMI3tXtvk2AX1fAqjvx5.jpg,2005-08-05,Detour Into Madness Vol 1.,False,0.0,0,,,2005,8,5,2000,"Based on the title, overview, and keywords, I would classify ""Detour Into Madness Vol 1"" into the category of **Captivity & Voyeuristic Sadism**.

The film's structure as a collection of short thriller/horror tales suggests that it may feature multiple scenarios where characters are trapped or confined in some way. The presence of themes like snuff filmmaking, horror legends, and spirit boards implies an intentional, conscious captor or manipulator at play. Additionally, the use of words like ""revenge"" and ""cruel twist of fate"" suggests a sadistic element to the horrors depicted.

While there may be other fears present in the film, such as invasion or possession, the primary fear driving the horror sequences appears to be the intentional confinement and manipulation of characters by an external force."
False,/aohETzneZWOW5ooOD1qikCm9HGx.jpg,"[27, 10770, 9648]",72909,en,Premonition,"After a violent car wreck nearly takes his life, Detective Jack Barnes begins having inexplicable and terrifying premonitions of horrible disasters. At first his warning calls go unheeded, but as the premonitions begin to come true Jack is shocked to find himself wanted for questioning by the FBI. He goes on the run, narrowly avoiding both the FBI and a band of terrorists on the verge of unleashing a deadly attack. As he scrambles to unlock the meaning of the visions, he must race against the clock to stop the terrorists before they can strike again.",4.0865,https://image.tmdb.org/t/p/original/2Lo6USMKuPtoAzZwVqyKu5mgdMC.jpg,2005-08-16,Premonition,False,4.2,20,,Canada,2005,8,16,2000,"Based on the title, overview, and keywords, I would classify ""Premonition"" under **Invasion & Paranoia**.

The primary fear at the core of this film is the invasion of Detective Jack Barnes' mind by unknown forces that allow him to have terrifying premonitions of disasters. The fact that these visions become reality and he's unable to control them creates a sense of paranoia, as he tries to uncover the meaning behind the visions while avoiding those who are trying to capture him.

The film's focus on Jack's inner turmoil and his desperate attempts to understand and stop the disasters suggests an external or uncanny presence (the premonitions) that is driving the menace, rather than a systemic or institutional control."
False,/a8ROQ0ATsV0y92D0kplsIqdXxCQ.jpg,"[27, 878, 10770]",28509,en,Komodo vs. Cobra,"A team of environmentalists, including a reporter, her camera man, and an environmentalist's famous girlfriend charter a boat and with the captain, sail to a military island. They suspect the island is hosting to illegal activities. Upon arrival, however, they find no one. They finally reach a deserted house, where they find Dr. Susan Richardson, who tells them that everyone on the island is dead, including her father. Richardson's team were working on a compound that could make edible plants grow to super size, however the military intervened with plans of their own. They wanted to test the compound's effects on animals, and proceeded to feed it to several komodo dragons and cobras.",5.1691,https://image.tmdb.org/t/p/original/2dLwpe18MC3nIF5MmkWuB8waba9.jpg,2005-08-19,Komodo vs. Cobra,False,4.0,68,"giant snake, scientist, giant animal",United States of America,2005,8,19,2000,"Based on the title, overview, and keywords, I would classify ""Komodo vs. Cobra"" under **Body Horror**.

The fear of bodily invasion and forced metamorphosis is central to this film, as the team discovers that the military has been experimenting with a compound that can make plants grow to super size, but also has unintended consequences on animals. The feeding of the compound to komodo dragons and cobras leads to their transformation into giant snakes, which poses a threat to humanity.

The horror in this film stems from the invasion of the natural world by human experimentation gone wrong, resulting in monstrous creations that challenge our understanding of nature and our place within it. This fear is characteristic of Body Horror, where the boundaries between human and animal are blurred, and the consequences of scientific hubris are dire."
False,/nWtvOG4zXhtpXoIlJB4wZp8DShi.jpg,"[28, 12, 27, 53]",9042,en,The Cave,"After a group of biologists discovers a huge network of unexplored caves in Romania and, believing it to be an undisturbed eco-system that has produced a new species, they hire the best American team of underwater cave explorers in the world. While exploring deeper into the underwater caves, a rockslide blocks their exit, and they soon discover a larger carnivorous creature has added them to its food chain.",4.8768,https://image.tmdb.org/t/p/original/q7eyZY2Akj68ivnRZ86OduCUexy.jpg,2005-08-26,The Cave,False,5.445,987,"cave, fall, creature, diver, swimwear, caving, romania","Germany, United States of America, Denmark, Romania",2005,8,26,2000,"Based on the title, overview, and keywords, I would classify ""The Cave"" under **Ecological / Natural Menace** (Fear of nature turning hostile).

The movie appears to be about a group of explorers who venture into an unexplored cave system in Romania and encounter a carnivorous creature that has added them to its food chain. The threat is not intentional or sentient, but rather a natural phenomenon that arises from the environment.

While there may be some elements of captivity and confinement, the primary fear driving the horror is the sudden and unexpected turn of events when the explorers become prey in the cave's ecosystem. This fear is rooted in the idea that nature can be hostile and unpredictable, making it a classic example of **Ecological / Natural Menace**."
False,,"[27, 53]",32852,en,CrossBones,"A group of people decide to be a part of a reality television show based around a treasure hunt on an island. Whichever contestant is lucky wins the ultimate prize. Unbeknownst to the contestants, an ancient curse from the ghostly pirate Red Beard exists on the island. They unwittingly unleash the curse which results in a bloodbath.",2.9563,https://image.tmdb.org/t/p/original/vyWUQKBjai04Xxl32iXIMa6dSTZ.jpg,2005-08-30,CrossBones,False,3.833,6,pirate,United States of America,2005,8,30,2000,"Based on the title, overview, and keywords, I would classify ""CrossBones"" under **Invasion & Paranoia** (Category 1).

The primary fear at the core of the film appears to be the invasion of an external presence (the ancient curse from Red Beard) that disrupts the contestants' reality and leads to a bloodbath. The curse is an uncanny, unseen force that manipulates the environment and the characters, creating a sense of paranoia and unease.

While there may be elements of captivity and voyeuristic sadism present in the reality TV show aspect, the primary fear driving the horror sequences appears to be the invasion of this external presence, which aligns with Category 1: Invasion & Paranoia."
False,/eHT36hVNslbJXCY3SXgtzxPE3cl.jpg,"[80, 18, 27, 53]",8643,en,The Exorcism of Emily Rose,"When a younger girl called Emily Rose dies, everyone puts blame on the exorcism which was performed on her by Father Moore prior to her death. The priest is arrested on suspicion of murder. The trial begins with lawyer Erin Bruner representing Moore, but it is not going to be easy, as no one wants to believe what Father Moore says is true.",6.1169,https://image.tmdb.org/t/p/original/qMN0HIP34f736kkQcfvTfmL9TP3.jpg,2005-09-09,The Exorcism of Emily Rose,False,6.598,2937,"court, epilepsy, exorcism, possession, based on true story, trial, priest, teenage girl, spirit, umbrella, cross, prosecutor, tape recording  , catholicism, negligent homicide, archdiocese, agnostic, malnutrition, burning, psychotic epileptic disorder",United States of America,2005,9,9,2000,"Based on the title, overview, and keywords, I would classify ""The Exorcism of Emily Rose"" under **Possession & Loss of Agency**. The film's central theme revolves around the idea that a teenage girl named Emily Rose is possessed by a malevolent spirit, which leads to her death. The story follows Father Moore, who performed an exorcism on Emily before her death, and his subsequent trial for murder.

The fear at the core of this film is the loss of agency and control over one's own body and mind due to possession. This fear is further amplified by the idea that a priest, who is supposed to be a symbol of spiritual guidance and protection, may have inadvertently contributed to Emily's death through his attempts to exorcise the demon.

While there are elements of institutional control (the Catholic Church) and social breakdown (the community's reaction to Emily's death), these themes do not drive the primary horror sequences or fear. The possession and loss of agency are the central concerns, making **Possession & Loss of Agency** the most fitting category for this film."
False,/j54AMTBNjpYESymzcrfLxHmLSbt.jpg,"[27, 53]",10092,en,Cry_Wolf,"After a local woman is murdered, a group of teenage liars create a warning e-mail of a serial killer named “The Wolf”, coming on the next full moon. The teens describe each death method The Wolf uses, but when the described victims actually do start turning up dead, suddenly no one knows where the lies end and the truth begins.",13.559,https://image.tmdb.org/t/p/original/7OQ2McKYgnyfIHHkm0jBxQnu7ou.jpg,2005-09-16,Cry_Wolf,False,5.773,571,"murder, serial killer, school, lawyer, slasher, death, teacher student relationship, psycho killer, rumor, father son relationship",United States of America,2005,9,16,2000,"Based on the title, overview, and keywords, I would classify ""Cry_Wolf"" under **Persecution & Social Breakdown**.

The fear at the core of this film is not an external invasion or possession, but rather a breakdown in social order and the consequences of spreading false information. The movie explores how rumors and lies can spiral out of control, leading to chaos and destruction. The ""Wolf"" becomes a symbol of the destructive power of misinformation, as the characters struggle to distinguish fact from fiction.

While there is a serial killer at the center of the story, the primary fear is not an external threat but rather the collapse of social norms and the consequences of playing with fire when it comes to rumors and lies."
False,/haP0jnAmZ6AbpGeBlPZForH8GCb.jpg,"[27, 53]",7182,en,Venom,"A group of teenagers fear for their lives in the swamps of Louisiana, chased by Mr. Jangles, a man possessed by 13 evil souls, and now relentless in his pursuit of new victims.",5.2504,https://image.tmdb.org/t/p/original/z1oor8urdFc0w2mhYMdzryojMH.jpg,2005-09-16,Venom,False,5.433,359,"escape, voodoo, louisiana, swamp",United States of America,2005,9,16,2000,"Based on the title, overview, and keywords, I would classify ""Venom"" under **Invasion & Paranoia** (Category 1).

The primary fear at the core of this film is the invasion of an external presence, Mr. Jangles, who is possessed by 13 evil souls. This entity is relentless in its pursuit of new victims, creating a sense of paranoia and fear among the teenagers. The voodoo element adds to the supernatural and uncanny nature of the threat, which is characteristic of Invasion & Paranoia.

While there may be elements of captivity and confinement (the teenagers are trapped in the swamp), the primary focus is on the external invasion and pursuit by Mr. Jangles, making this category a better fit than Captivity & Voyeuristic Sadism."
False,/uHQm8v8R1koLXx7fbjLgXtr75Hf.jpg,"[27, 9648]",40592,ja,ロフト,A writer retreats to a secluded suburban house to work on her new novel. But her attention is instead occupied by her archaeologist neighbor's newly discovered mummy and a ghostly presence in her house.,2.9409,https://image.tmdb.org/t/p/original/iTCLWAwriIn66jseKQwGBd838nk.jpg,2005-10-07,Loft,False,5.5,38,"loft, vengeful ghost",Japan,2005,10,7,2000,"Based on the title, overview, and keywords, I would classify ""Loft"" under **Grief & Familial Trauma**.

The film appears to revolve around a writer's experience with a vengeful ghost in her secluded suburban house. The presence of an archaeologist neighbor's newly discovered mummy adds a layer of mystery and potentially supernatural elements. Given the focus on a haunted domestic setting, I believe the primary fear at play is rooted in grief and familial trauma.

The story seems to explore themes of loss, inheritance, or haunted family bonds, which aligns with the Grief & Familial Trauma category. The vengeful ghost's presence likely stems from some unresolved issue or tragedy connected to the house or its previous occupants, rather than demonic manipulation or systemic control.

While there may be elements of possession or supernatural activity, I believe the core fear driving the horror is rooted in the writer's emotional and psychological connection to the house and its history, making Grief & Familial Trauma a more fitting category."
False,/ozNrRa2pI2683TUyjlswfFdQf8n.jpg,"[27, 28, 878]",99062,en,Choker,They Are Here....Hud Masters a serial killer on death row has his execution faked by a clandestine government organization in exchange for an extension on his life. Hud is injected with an alien fetus enabling him to find hunt down and kill a rogue alien race that have deserted their world and have inhabited human hosts to stay alive. With the help of Special Agent Logan and the Alien police Hud must race against time - and his inner demons - as he defends the human race from aliens who themselves must fight against extinction.,2.9822,https://image.tmdb.org/t/p/original/lso6ZCPOUYwUYQPaf9LKb2of7nn.jpg,2005-10-10,Choker,False,3.1,9,,United States of America,2005,10,10,2000,"Based on the title, overview, and keywords, I would classify ""Choker"" under **Invasion & Paranoia**.

The primary fear at the core of this film is the invasion of Earth by an alien species that has deserted their own world and taken over human hosts to survive. The protagonist, Hud, is a serial killer who becomes embroiled in a battle against these aliens, which are seeking to take over humanity. This fear is driven by the external presence of the aliens, who are intentionally trying to replace or infiltrate humans.

While there may be some themes of body horror and contagion/mutation present in the film (e.g., Hud's transformation into an alien-hunting machine), these fears are secondary to the primary fear of invasion and paranoia."
False,/laHt3sEdpLt8Y1vrY8B13woemYw.jpg,"[27, 53, 9648]",11348,en,Fragile,"Haunted by memories of a patient's death, a nurse  takes a job at an antiquated hospital for children. Soon she learns that the kids fear a ghost that prowls the floors and will not allow anyone to leave. Amy tries to protect them and convince the other staffers of the evil that lurks there.",4.6677,https://image.tmdb.org/t/p/original/s7gCOegufXiQR48IhuTsPNy0Fav.jpg,2005-10-14,Fragile,False,6.538,602,"nurse, menace, clinic, hospital, cowardliness, isle of wight","Spain, United Kingdom",2005,10,14,2000,"Based on the title, overview, and keywords, I would classify ""Fragile"" under the category of **Isolation & Psychological Unraveling**.

The movie appears to be a horror film that takes place in an isolated setting (an antiquated hospital for children) where the protagonist, Amy, is trapped with the kids who are being terrorized by a ghost. The fear stems from being cut off and unable to leave, which leads to psychological unraveling and desperation.

While there may be elements of possession or supernatural threat present, the primary fear at play seems to be the isolation and confinement that Amy and the children experience, rather than an external invasion or systemic control."
False,/nrq0GiSfgCoGPq79YYDulk9Pr8L.jpg,"[27, 9648]",791,en,The Fog,"Trapped within an eerie mist, the residents of Antonio Bay have become the unwitting victims of a horrifying vengeance. One hundred years earlier, a ship carrying lepers was purposely lured onto the rocky coastline and sank, drowning all aboard. Now they're back – long-dead mariners who've waited a century for their revenge.",4.1248,https://image.tmdb.org/t/p/original/v9vt49PUDJGkrMVjhb3yiYo7H4Y.jpg,2005-10-14,The Fog,False,4.554,791,"sea, small town, ship, gold, island, california, fire, beach, penalty, parent child relationship, prophecy, sword, cemetery, narration, beheading, fog, leprosy, lighthouse, ghost ship, weather service, unatoned crime, remake, killer, denunciation, supernatural power, supernatural horror",United States of America,2005,10,14,2000,"Based on the title, overview, and keywords, I would classify ""The Fog"" under **Invasion & Paranoia** (Category 1).

The primary fear at the core of the film is the invasion of the living by the vengeful spirits of the lepers who were wronged a century ago. The mist serves as a harbinger of doom, trapping the residents of Antonio Bay and making them vulnerable to the supernatural retribution. This fear is driven by an external presence (the ghostly mariners) that seeks revenge for past injustices.

While there are elements of social breakdown and persecution in the film, the primary focus is on the invasion of the living by the dead, which makes **Invasion & Paranoia** the most fitting category."
False,/rTd0UKJM77N5wwqihW9MV21GSvS.jpg,"[28, 27, 10770]",24939,en,Return of the Living Dead: Rave to the Grave,"A student creates and sells a drug called 'Z' which has the unexpected side effect of resurrecting the dead as flesh-eating zombies, who proceed to wreak havoc at a Halloween rave.",8.8211,https://image.tmdb.org/t/p/original/dDmrNvttYmbRT3sZbiCXDmXvyyf.jpg,2005-10-15,Return of the Living Dead: Rave to the Grave,False,5.2,220,"halloween, rave, undead, sequel, zombie, drugs","Romania, United States of America",2005,10,15,2000,"Based on the title, overview, and keywords, I would classify ""Return of the Living Dead: Rave to the Grave"" under **Captivity & Voyeuristic Sadism**.

The primary fear at the core of this film is the intentional, conscious captor (the zombies) inflicting pain and chaos on the living. The movie's premise revolves around a group of people trapped in a Halloween rave where the undead are wreaking havoc, creating a sense of captivity and sadistic spectacle."
False,,[27],424079,en,Fear of the Dark,"Our story begins when a group of girls from a ""halfway"" program are hired to organize and document the contents of a huge old building for it's new owners.  What they find inside is a terrifying trip into the mouth of Hell itself.  The old building houses dark secrets that result in brutal acts of murder, but the ones murdered are the lucky ones, it's the ones who live that have it face the true Horror and the shocking truth that lies at the heart of the evil within the building.",6.979,https://image.tmdb.org/t/p/original/mR8kY9fUZfpJSQ1KBlspQfbaP0k.jpg,2005-10-15,Fear of the Dark,False,0.0,0,,United States of America,2005,10,15,2000,"Based on the title, overview, and keywords, I would classify ""Fear of the Dark"" under **Invasion & Paranoia** (Category 1).

The film appears to feature an external, uncanny presence that invades the characters' space, causing them to experience a terrifying journey into the heart of evil. The old building seems to be a hub for supernatural or malevolent forces that manipulate and terrorize the characters.

While there may be elements of captivity, possession, or body horror present in the film, the primary fear driving the horror sequences appears to be the invasion and manipulation by an external force, which is characteristic of the **Invasion & Paranoia** category."
False,,"[35, 27, 53]",100782,en,The Scorned,"After terribly gory happenings occur one day in a hidden beach house on the Malibu Shore, it leaves one person crying, one person soaked in blood, and another one dead. 17 months later, a group of hot twenty somethings move into the now abandoned beach house, all of them unaware of what had happened in the place over a year ago. One by one, temptation seduces the house mates into betraying their romantic relationships and they are punished for their infidelities, by an avenging angel of death. When the first victim is killed, the police believe that it is simply a drug overdose, but a whacked out spiritualist believes in actuality, it was the ghost of the dead girlfriend. With the help of the spiritualist, the new tenants of the house fight to survive and search desperately to unlock the shocking mystery of...THE SCORNED.",6.4627,https://image.tmdb.org/t/p/original/pbPaGda1ohw9Jixxhpa6DfpVolF.jpg,2005-10-15,The Scorned,False,3.6,10,"infidelity, beach house, vengeful ghost",United States of America,2005,10,15,2000,"Based on the title, overview, and keywords, I would classify ""The Scorned"" under **Transgression & Moral Punishment**.

The movie appears to be centered around the theme of infidelity and the consequences that follow. The avenging angel of death seems to be punishing the characters for their betrayals, which is a classic trope in horror movies. The fact that the ghost is seeking revenge for past wrongdoings also suggests a moral punishment narrative.

While there may be elements of possession or supernatural activity, the primary fear driving the horror in this movie appears to be the consequences of transgressing against others and the moral code that governs our actions."
False,,[27],452137,en,Dead Serious,"A religious zealot and his terrorist cult take over a gay bar in New York City. Their plan is to remove the scourge of homosexuality from the planet. But little do they realize that when the natural order is tampered with, the wrath of the undead is awakened. Now a group of unlikely heroes must fight to survive the night and save the city.",3.7752,https://image.tmdb.org/t/p/original/2kxVRCT7IJkIHQU43ORUM0zjTzu.jpg,2005-10-15,Dead Serious,False,2.333,3,"vampire, gay theme",United States of America,2005,10,15,2000,"Based on the title, overview, and keywords, I would classify ""Dead Serious"" under **Invasion & Paranoia** (Category 1).

The primary fear at the core of this film appears to be the invasion of a hidden, external presence (the terrorist cult) that seeks to alter the natural order by eradicating homosexuality. This invasion is not driven by systemic control or institutional manipulation but rather by an intentional, conscious effort to impose a twisted moral order.

The introduction of vampires as a consequence of tampering with the natural order adds another layer of paranoia and fear of being replaced or observed by unseen forces. The film's focus on the struggle for survival against this external threat makes **Invasion & Paranoia** the most fitting category for ""Dead Serious""."
False,,"[27, 53]",40966,ja,絶対恐怖 Pray プレイ,"Our story begins with two losers, Mitsuru and Maki, driving down the road with a drugged and kidnapped little girl in the back of their car. They owe lots of yen for drugs and a kidnapping scheme seemed to only possible way to get the money. The problem is, that when they call to make ransom demands, the people state that their daughter died a year ago, so who the hell do they have in their custody? The kidnappers are holed up in an old school, turns out it was the school that Mitsuru used to go to and it's now abandoned. Or, SEEMINGLY abandoned.",3.3409,https://image.tmdb.org/t/p/original/o6nhZBMDYwPlcSzKXIA3xptdQ5W.jpg,2005-10-15,Pray,False,5.2,9,,Japan,2005,10,15,2000,"Based on the title ""Pray"" and the overview, I would classify this movie under **Invasion & Paranoia** (Category 1).

The primary fear at the core of the film appears to be the invasion of an unknown presence that challenges Mitsuru's perception of reality. The fact that the kidnapped girl is claimed to have died a year ago raises questions about the nature of their captive, and the abandoned school setting suggests a sense of unease and uncertainty.

As the story unfolds, it seems that Mitsuru and Maki are trapped in a situation where they are unsure what is real and what is not. This blurring of reality and paranoia creates a sense of tension and fear, which is characteristic of the Invasion & Paranoia category.

While there may be other fears present in the film, such as the fear of being trapped or the fear of losing control, the primary fear driving the horror sequences appears to be the invasion of an unknown presence that challenges Mitsuru's perception of reality."
False,/9EpgaLS44zlXoTSAOhGiJmkIA4B.jpg,"[28, 27, 878]",8814,en,Doom,"A team of space marines known as the Rapid Response Tactical Squad, led by Sarge, is sent to a science facility on Mars after somebody reports a security breach. There, they learn that the alert came after a test subject, a mass murderer purposefully injected with alien DNA, broke free and began killing people. Dr. Grimm, who is related to team member Reaper, informs them all that the chromosome can mutate humans into monsters -- and is highly infectious.",17.6474,https://image.tmdb.org/t/p/original/y50lH061yWOvEstoZRn7lYs0huk.jpg,2005-10-20,Doom,False,5.185,2346,"martial arts, monster, teleportation, fight, superhuman, creature, special forces, commando, blunt, based on video game, severed ear, future war, action hero, 2040s, callous","Czech Republic, Germany, United Kingdom, United States of America",2005,10,20,2000,"Based on the title, overview, and keywords, I would classify the movie ""Doom"" under **Body Horror**.

The primary fear at the core of the film is the transformation of humans into monsters due to the alien DNA injection, which compromises their bodily boundaries. The horror stems from the involuntary biological change that turns people into creatures, making it a classic example of Body Horror.

While there are elements of action and martial arts in the movie, the primary focus is on the monstrous transformations and the fear of losing one's humanity, which aligns with the Body Horror category."
False,/rhJrzDTGGLgwi6mvjYGPOHKPwRI.jpg,"[10402, 27, 878]",204609,en,Stomp! Shout! Scream!,"Theodora, Jody and Carol, collectively The Violas, are on tour when their van breaks down in a small southern beach town. The local police are investigating a mass of mysterious debris on the beach and the disappearance of a little girl's parents after she's found walking the beach in a state of shock. Scientist John Patterson is called in to help investigate. Both John and local mechanic Hector Garcia fall for Violas lead singer Theodora, but she seems to have no interest in them, possibly because of a mysterious past. Hector convinces the girls to stay in town when he offers to repair their van in exchange for playing his party, but the mysterious creature is still on the loose.",9.0176,https://image.tmdb.org/t/p/original/jFLqV0xn9BeTCGHFKkB4hH0Y914.jpg,2005-10-21,Stomp! Shout! Scream!,False,4.5,4,"bigfoot, beach party, garage rock, skunk ape",United States of America,2005,10,21,2000,"Based on the title, overview, and keywords, I would classify ""Stomp! Shout! Scream!"" under **Ecological / Natural Menace**. The movie appears to be about a mysterious creature that is terrorizing a small southern beach town, which fits squarely into this category. The fact that it's described as a ""mass of mysterious debris"" and the disappearance of parents after their daughter finds them in a state of shock suggests that nature itself has turned hostile, making this the primary fear at play.

While there may be some romantic subplots and character development, the core horror element seems to revolve around the creature and its attacks on the town, which is consistent with the **Ecological / Natural Menace** category."
False,,[27],83956,ja,グロヅカ,"A fun getaway turns into a journey to Hell for some teenage girls visiting an isolated house to rehearse and perform a play for their private movie club.  Taking the trip with an adult chaperone, the girls learn a previous club member supposedly went missing in the house, and another insane!  Shortly after they arrive, a mysterious videotape is found with footage of a violent killer wearing a Japanese “deigan” mask.  Is this footage real or fake?  Soon, their food and equipment disappears and one of the girls is haunted by ghostly visions of the masked demon.  Someone or something is in the house, and gruesome death awaits those who cannot escape!",3.0913,https://image.tmdb.org/t/p/original/6PgFbagXbPbCr5yV7V5oofUuZgD.jpg,2005-10-21,Gurozuka,False,5.4,5,"snuff, slasher",Japan,2005,10,21,2000,"Based on the title, overview, and keywords, I would classify ""Gurozuka"" under **Captivity & Voyeuristic Sadism**. The film appears to be a slasher movie with elements of found footage, where a group of teenage girls are trapped in an isolated house and stalked by a mysterious killer wearing a Japanese ""deigan"" mask. The presence of a videotape with violent footage suggests that the killer is using the medium to taunt and terrorize their victims, which fits under the category of Captivity & Voyeuristic Sadism.

The fact that the girls are trapped in the house and being hunted by an intentional, conscious captor (the masked killer) drives the horror sequences, making this category a better fit than others."
