adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,tmdb_keywords,production_countries,year,month,day,decade,LLM_Raw_Response,Fear_Category
False,/yh6pkHkubZiLgMHlCcV8MP4PEs9.jpg,"[12, 10770, 27]",74539,en,Killer Mountain,A team of  climbers is assembled by a rich and eccentric man to rescue a missing expedition he sent up to a forbidden mountain who disappeared after sending out one last disturbing radio message.,6.5554,https://image.tmdb.org/t/p/original/8mSprWxYCAugD1cyK2NCqmLiikp.jpg,2011-08-01,Killer Mountain,False,4.992,64,,"Canada, United States of America",2011,8,1,2010,"Based on the title, overview, and keywords, I would classify ""Killer Mountain"" under **Invasion & Paranoia** (Category 1).

The fear of being replaced or observed by a hidden presence is present in this film. The team of climbers is assembled to rescue a missing expedition that disappeared after sending out a disturbing radio message, suggesting that something sinister and unknown may be lurking on the mountain. The fact that the rich and eccentric man is funding the rescue mission implies that he may have ulterior motives or knowledge about what's happening on the mountain.

The fear of invasion and paranoia drives the horror sequences in this film, as the team of climbers must navigate the treacherous terrain and uncover the truth behind the missing expedition. The presence of an external or uncanny force is implied throughout the story, making **Invasion & Paranoia** the primary fear category that best represents the core of the film.",Invasion & Paranoia
False,/k4Cw6NeWhOArl4Zv3LP6HC6m2tp.jpg,"[27, 878, 53]",122372,en,The Ghostmaker,"A group of college friends discover a 15th century coffin that allows them to experience the world as ghosts. While their first adventures in the spirit world are playful and innocent, the ""Box of Shadows"" soon brings out the group's most dangerous impulses and desires. The friends find themselves pulled into a world of evil where they learn the line between life and death is there for a reason.",4.418,https://image.tmdb.org/t/p/original/lWDX11KWm3Sq2FGs7XUBXeW5fgm.jpg,2011-08-01,The Ghostmaker,False,5.286,84,"coffin, college, ghost",United States of America,2011,8,1,2010,"Based on the title, overview, and keywords, I would classify ""The Ghostmaker"" under **Invasion & Paranoia** (Fear category 1).

The film's premise revolves around a group of friends discovering a mysterious coffin that allows them to experience the world as ghosts. As they explore this new realm, their playful and innocent adventures gradually give way to a darker, more sinister reality. The ""Box of Shadows"" seems to tap into their deepest desires and impulses, suggesting an external or uncanny presence influencing their actions.

This classification fits because the invasion is not driven by biological infection (Contagion & Mutation) or technological malfunction (Institutional & Structural Control). Instead, it appears that an external force, the ""Box of Shadows,"" is manipulating the friends' perceptions and behaviors, making them confront the darker aspects of themselves. This fear of being replaced or observed by a hidden presence aligns with the Invasion & Paranoia category.",Invasion & Paranoia
False,,"[28, 27]",124873,en,The Reverend,"Fresh from seminary school, a new Reverend embarks on his first parish: A small, low-maintenance chapel based in the idyllic setting of a quiet country village. While on the surface the village seems to be a peaceful parish, with perfect residents, soon it becomes apparent that something more sinister lurks beneath the façade of a local businessman. On a wet, cold night, a mysterious girl visits the Reverend at the chapel. She is welcomed in warmly, but soon it becomes apparent that her visit is not for sanctuary but to deliver a message, a message in the form of a deep, bloody bite... Awoken with an unknown, uncontrollable thirst, the confused Reverend can't find any evidence of the girl from the night before. With nothing but his thirst and memory of the bite, the Reverend embarks on a mandate to clean up the village and the neighboring estate...by preaching or feasting.",3.9977,https://image.tmdb.org/t/p/original/vWddZZzeh8ASHux57Hditf6fcer.jpg,2011-08-03,The Reverend,False,3.346,13,vampire,United Kingdom,2011,8,3,2010,"Based on the title, overview, and keywords, I would classify ""The Reverend"" under **Possession & Loss of Agency**.

The film appears to revolve around a character who becomes possessed by an external force (the bite from the mysterious girl), which alters his behavior and drives him to commit acts that are out of his control. This possession is not a result of systemic exploitation or institutional control, but rather a supernatural force that takes hold of the Reverend's body and mind.

The fear at the core of this film seems to be the loss of agency and control over one's own actions, as well as the threat of being consumed by an external force. This aligns with the Possession & Loss of Agency category, which focuses on the fear of losing control of one's mind or body to a supernatural or psychological force.",Possession & Loss of Agency
False,,"[27, 878]",1161151,en,The Swarm,An unknown swarm of creatures visit a quiet street in North London. The residents managed to capture the footage on their mobile phones. This film is the footage that was found.,3.3973,,2011-08-05,The Swarm,False,0.0,0,"alien, science fiction",United Kingdom,2011,8,5,2010,"Based on the title, overview, and keywords, I would classify ""The Swarm"" under **Invasion & Paranoia** (Category 1).

The film's premise suggests an unknown swarm of creatures visiting a quiet street in North London, which fits the category of external or uncanny presence. The fact that the residents capture footage on their mobile phones implies a sense of paranoia and invasion, as they are trying to document and understand this mysterious event.

While there may be some elements of science fiction involved, the core fear driving the horror is the invasion and potential threat posed by these unknown creatures, which aligns with the **Invasion & Paranoia** category.",Invasion & Paranoia
False,/ogLNS7llpNHkF3TRT5ndxqcyfqH.jpg,"[28, 12, 878, 14, 27]",200426,ja,海賊戦隊ゴーカイジャーTHE MOVIE 空飛ぶ幽霊船,"The Gokaigers embark on a quest to find the ghost ship that harbors the legendary God Eye, which grants any wish to whoever wields it. During their adventure, they must face Los Dark, the captain of the ghost ship, and a host of revived enemies of the previous Super Sentai teams such as Agent Abrella and Baseball Mask.",5.9478,https://image.tmdb.org/t/p/original/y0Pd9zQg261GaLri5RKhhRkacbB.jpg,2011-08-06,Kaizoku Sentai Gokaiger: The Movie - The Flying Ghost Ship,False,6.4,12,"monster, superhero, giant monster, ghost ship, giant robot, pirate, superhero team, ghost, pirate ship, space pirate, based on tv series, super sentai",Japan,2011,8,6,2010,"Based on the title, overview, and keywords, I would classify this movie under **Invasion & Paranoia** (Category 1).

The primary fear at the core of this film appears to be the invasion of an external presence, specifically the ghost ship and its captain Los Dark. The Gokaigers must face off against these revived enemies from previous Super Sentai teams, which suggests a sense of paranoia and unease as they navigate this supernatural threat.

While there may be elements of body horror or ecological menace present in the film (e.g., giant monsters), the primary fear driving the conflict is the invasion of an external presence, making **Invasion & Paranoia** the most fitting category.",Invasion & Paranoia
False,/5cG2XcylxUIclQsGPBKTtfoqcBV.jpg,"[27, 9648]",55779,en,Final Destination 5,"Death is just as omnipresent as ever, and is unleashed after one man’s premonition saves a group of coworkers from a terrifying suspension bridge collapse. But this group of unsuspecting souls was never supposed to survive, and, in a terrifying race against time, the ill-fated group frantically tries to discover a way to escape Death’s sinister agenda.",4.0088,https://image.tmdb.org/t/p/original/Akx1Po4ZLetOWfYJhQf75tbhTtK.jpg,2011-08-12,Final Destination 5,False,6.148,3928,"premonition, accidental death, crash, end is here, death, duringcreditsstinger, cheating death, suspension bridge, supernatural horror, 3d, horror, twist ending",United States of America,2011,8,12,2010,"Based on the title, overview, and keywords, I would classify Final Destination 5 under **Invasion & Paranoia** (Category 1).

The film's premise revolves around a group of people who are supposed to die in a catastrophic event, but one person's premonition saves them. This sets off a chain of events where they try to cheat death and avoid their impending doom. The fear of being replaced or observed by an external force (death) drives the horror sequences, making this category the primary fear at the core of the film.

While there are elements of captivity and voyeuristic sadism in the film's depiction of death's sinister agenda, the primary focus is on the invasion of death itself, which is an external and uncanny presence that threatens to eliminate the characters.",Invasion & Paranoia
False,/qn8NzshtQmJD7Nm06sAp5yOtexH.jpg,"[18, 27, 9648, 53]",63311,es,La piel que habito,A brilliant plastic surgeon creates a synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.,6.5406,https://image.tmdb.org/t/p/original/xa7uCwGYykrf8MMI8iF5dZvNlrG.jpg,2011-08-17,The Skin I Live In,False,7.5,4479,"mask, based on novel or book, madrid, spain, isolation, obsession, face transplant, plastic surgery, half-brother, sex change, revenge, dress, plastic surgeon, skin, nonlinear timeline, locked up, captivity",Spain,2011,8,17,2010,"Based on the title, overview, and keywords, I would classify ""The Skin I Live In"" under **Captivity & Voyeuristic Sadism**.

The film's central plot revolves around a brilliant plastic surgeon who creates synthetic skin to withstand any kind of damage. He uses this technology to experiment on a mysterious woman, who is his guinea pig. This setup suggests a scenario where the protagonist is intentionally trapped and subjected to physical and psychological manipulation by the surgeon, which aligns with the fear category of Captivity & Voyeuristic Sadism.

The keywords ""captivity,"" ""locked up,"" and ""isolation"" further support this classification, as they imply a sense of confinement and control. The film's exploration of obsession, revenge, and the blurring of boundaries between reality and fantasy also fits within this fear category.

While there are elements of body horror and psychological manipulation present in the film, I believe that the primary fear at play is the captivity and sadistic control exerted by the surgeon over his subject.",Captivity & Voyeuristic Sadism
False,/hgP1lEgyxFFhU607nqn0FHmG859.jpg,"[27, 53]",58428,en,The Innkeepers,"During the final days at the Yankee Pedlar Inn, two employees determined to reveal the hotel's haunted past begin to experience disturbing events as old guests check in for a stay.",4.9888,https://image.tmdb.org/t/p/original/aC9XHtf0Opw2IJDVjSkL8eO71An.jpg,2011-08-18,The Innkeepers,False,5.414,688,"hotel, anti terror, supernatural, beer, connecticut, towel, inn, phone, whispering",United States of America,2011,8,18,2010,"Based on the title, overview, and keywords, I would classify ""The Innkeepers"" under **Institutional & Structural Control**.

The film's premise revolves around the Yankee Pedlar Inn, a hotel with a haunted past. The two main characters, Claire and Luke, are employees who aim to uncover the truth behind the hotel's paranormal activity. As they delve deeper into the mystery, they experience disturbing events that suggest the hotel itself is exerting control over them.

The fear at the core of this film is not an external invasion or possession but rather the oppressive atmosphere created by the hotel's dark history and the characters' own sense of being trapped within its walls. The hotel's structure and systems (e.g., the phone, towel, and whispering) seem to be manipulating the characters, making them feel like they're losing control.

This fear is rooted in the idea that institutions can exert control over individuals, often through subtle means that are difficult to detect or resist. In this case, the hotel's haunted past and its eerie atmosphere create a sense of claustrophobia and entrapment, which drives the horror elements in the film.

Therefore, I believe **Institutional & Structural Control** is the primary fear category that best represents the core of ""The Innkeepers"".",Institutional & Structural Control
False,/fgsHrhQL9SLZt8VuIIHCC0zOGcE.jpg,"[27, 28, 53]",48572,en,Red State,"Set in Middle America, a group of teens receive an online invitation for sex, though they soon encounter Christian fundamentalists with a much more sinister agenda.",4.4411,https://image.tmdb.org/t/p/original/mbukOgivZWGNAxEQVt4hLUVME2P.jpg,2011-08-19,Red State,False,6.053,1001,"homophobia, christianity, pastor, protest, sign, social commentary, religious fundamentalism, aftercreditsstinger, duringcreditsstinger, gay theme","Canada, United States of America",2011,8,19,2010,"Based on the title, overview, and keywords, I would classify ""Red State"" under **Persecution & Social Breakdown**.

The film's premise revolves around a group of teens who are targeted by Christian fundamentalists with a sinister agenda, which is rooted in homophobia and religious extremism. The fear of collective madness, mob violence, and social breakdown drives the horror sequences, as the characters face persecution and violence at the hands of these fanatical individuals.

While there may be elements of Invasion & Paranoia or Possession & Loss of Agency present in the film, the primary fear at the core of ""Red State"" is the fear of collective madness, mob violence, and social breakdown, which falls under the category of Persecution & Social Breakdown.",Persecution & Social Breakdown
False,/mlCEa13EogQ7rYt96OglyjNzQam.jpg,"[27, 53]",132064,en,Vile,"A group of people awaken to find themselves prisoners in a mysterious house with no means of escape. They are each outfitted with electronic devices attached to the base of their skulls. The chemicals that the brain produces when in pain are collected by the devices, and when it collects a predetermined amount, the doors will be opened. In order to escape, they must hurt themselves and each other.",4.0413,https://image.tmdb.org/t/p/original/wHxVSKv4plCpllQpBt4tOftKJ12.jpg,2011-08-25,Vile,False,5.01,145,"drug dealer, pain, sadism, pregnancy, camping, morphine, torture, brutality, trapped, trapped in a house",United States of America,2011,8,25,2010,"Based on the title, overview, and keywords, I would classify the movie ""Vile"" under the category of **Captivity & Voyeuristic Sadism**.

The primary fear at the core of this film is the fear of being trapped and forced to endure physical pain and suffering as a form of entertainment or sadistic pleasure. The characters are prisoners in a mysterious house, and their only means of escape is to hurt themselves and each other, which is a clear example of voyeuristic sadism.

The use of electronic devices attached to the base of their skulls to collect chemicals produced by the brain when in pain adds an element of control and manipulation, which further reinforces the theme of captivity and sadistic pleasure. The keywords ""pain"", ""sadism"", ""torture"", and ""brutality"" also support this classification.

Overall, the primary fear driving the horror sequences in ""Vile"" is the fear of being trapped and subjected to physical pain and suffering as a form of entertainment or sadistic pleasure, which makes **Captivity & Voyeuristic Sadism** the most fitting category.",Captivity & Voyeuristic Sadism
False,/9HmoXn6YLOk9uZt4tb2XmccZiKQ.jpg,"[27, 53, 9648]",73588,en,The Caller,"Troubled divorcee Mary Kee is tormented by a series of sinister phone calls from a mysterious woman. When the stranger reveals she's calling from the past, Mary tries to break off contact. But the caller doesn't like being ignored, and looks for revenge in a unique and terrifying way...",4.0708,https://image.tmdb.org/t/p/original/4xhuufxE28PhQrUUoUe1TYg6oeU.jpg,2011-08-26,The Caller,False,6.194,284,"female stalker, anonymous telephone call, divorcee","United Kingdom, Puerto Rico",2011,8,26,2010,"Based on the title, overview, and keywords, I would classify ""The Caller"" under **Persecution & Social Breakdown**.

The fear at the core of this film appears to be the relentless harassment and stalking by an unknown entity, which drives Mary Kee to a state of paranoia and desperation. The caller's actions are motivated by a desire for revenge when ignored, which suggests a breakdown in social norms and a collapse of moral order.

While there is no explicit invasion or possession, the stalker's actions create a sense of persecution and fear that permeates Mary's life, making this category a more fitting choice than Possession & Loss of Agency or Captivity & Voyeuristic Sadism.",Persecution & Social Breakdown
False,/98pgHx95yzcWtDVslyKnDqYUUcI.jpg,"[27, 53]",78294,en,Panic Button,"Four young men have won a trip with their favorite social network. On board the private plane that took him to New York, they are invited to participate in an in-flight entertainment: a new online gaming experience. But this is no ordinary Thurs Trapped at 30,000 feet, they will play for their lives and those of their families. They will discover the hard way that put his life online can have dire consequences...",3.2043,https://image.tmdb.org/t/p/original/16WAboklffv7tUYnZCW8W5V2720.jpg,2011-08-27,Panic Button,False,5.154,162,,United Kingdom,2011,8,27,2010,"Based on the title, overview, and keywords, I would classify ""Panic Button"" under **Invasion & Paranoia** (Category 1).

The fear of being trapped and forced to play a deadly game for their lives and those of their families is a classic example of invasion and paranoia. The fact that they are trapped at 30,000 feet with no escape adds to the sense of claustrophobia and helplessness.

While there may be elements of captivity and voyeuristic sadism (Category 5) or even institutional control (Category 3), the primary fear driving the horror in this film is the invasion of their privacy and lives by an external force, which is the core characteristic of Invasion & Paranoia.",Invasion & Paranoia
False,/8V5HBxVQuk1r9kgbqC3M90YBXD1.jpg,"[27, 53, 9648]",77677,en,Escapee,"While on a class observation trip at a local mental hospital, young psychology major Abby Jones, has a chilling encounter with high-risk patient, Harmon Porter. She returns home for an evening of normal study with her two roommates unaware of the darkness she’s awakened within him.",3.5744,https://image.tmdb.org/t/p/original/4L6rmQJ1K0MGB58hnJkmbC1cdlA.jpg,2011-09-02,Escapee,False,3.864,81,"convict, mental hospital",United States of America,2011,9,2,2010,"Based on the title, overview, and keywords, I would classify ""Escapee"" under **Invasion & Paranoia** (Category 1).

The fear at the core of this film appears to be the invasion of Abby's life by Harmon Porter, a high-risk patient who has escaped from the mental hospital. The fact that Abby returns home unaware of the darkness she's awakened within him suggests that Harmon's presence is an external and uncanny threat.

While there may be elements of psychological horror or isolation, the primary fear driving the menace in this film seems to be the invasion of Abby's space by a character who is not fully human. This classification fits best because it captures the idea of an external force (Harmon) infiltrating and manipulating Abby's life, rather than an internal condition or structural control.

Note that I would not classify ""Escapee"" under Body Horror (Category 7), Contagion & Mutation (Category 6), or Isolation & Psychological Unraveling (Category 9), as these categories are more focused on biological transformation, infection, or the gradual erosion of the self through solitude.",Invasion & Paranoia
False,/ptZypdOBofmADX9JCtgi5E38cnC.jpg,"[27, 53, 80]",74725,en,Kill List,"Nearly a year after a botched job, a hitman takes a new assignment with the promise of a big payoff for three killings. What starts off as an easy task soon unravels, sending the killer into the heart of darkness.",3.3705,https://image.tmdb.org/t/p/original/qwT2I3ons0oD58jIppKmd4qLtvB.jpg,2011-09-02,Kill List,False,6.204,838,"hotel, husband wife relationship, post-traumatic stress disorder (ptsd), hitman, cult, infection, forest, priest, murderer, brutality, bonfire, ceremony, ex soldier, ritual sacrifice, contract killer, video tape, folk horror, sheffield, england","United Kingdom, Australia, Sweden",2011,9,2,2010,"Based on the title, overview, and keywords, I would classify ""Kill List"" under **Institutional & Structural Control**.

The film's premise revolves around a hitman who takes on a new assignment with the promise of a big payoff for three killings. As the story unfolds, it becomes clear that the true horror lies not in the external threats or supernatural forces, but rather in the systemic control and manipulation exerted by the cult-like organization behind the contract killings.

The film's exploration of post-traumatic stress disorder (PTSD), the protagonist's troubled past as an ex-soldier, and the blurring of lines between reality and ritual sacrifice all contribute to a sense of institutional control that drives the horror. The cult's use of ritual sacrifice, ceremony, and video tape recordings creates a sense of structural control that permeates every aspect of the story.

While there are elements of possession, invasion, and body horror present in the film, the primary fear at its core is the fear of being trapped within a system that exploits and controls individuals for its own purposes. Therefore, I believe **Institutional & Structural Control** is the most fitting category for ""Kill List"".",Institutional & Structural Control
False,/mBxKz6frPjo0USPxaWZENQUISmr.jpg,"[27, 53]",73290,en,Urban Explorer,"Anxious to explore the mysterious hidden world under metropolitan Berlin, an international group of four urban explorers hires a local guide, Kris, who leads them into the maze of escape tunnels and subterranean fortifications under the city. When their guide has a bad fall, two of the girls in the group frantically set off to seek help while Denis, the young American, stays behind. Armin, a former East German border guard suddenly appears from nowhere. Out of sheer desperation, Denis allows Armin to lead them and their unconscious guide to safety and it is at this moment that Denis realizes he has just made the biggest mistake of his life!",6.2363,https://image.tmdb.org/t/p/original/mywIDBRM7nsd34IdYTPU9siwEB9.jpg,2011-09-08,Urban Explorer,False,5.1,101,"berlin, germany, underground, serial killer, accident, urban exploration, urban explorers, brutal murder",Germany,2011,9,8,2010,"Based on the title, overview, and keywords, I would classify ""Urban Explorer"" under **Invasion & Paranoia** (Category 1).

The primary fear at the core of this film appears to be the invasion and manipulation by an external presence (Armin, the former East German border guard). The sudden appearance of Armin from nowhere, his ability to lead them through the underground tunnels, and the brutal murder that follows suggest a sense of unease and paranoia. The fact that Denis allows Armin to lead them to safety despite feeling uneasy about it implies that there is an external force at play that is manipulating their situation.

While there are elements of captivity and sadism present in the film (the brutal murder), I believe that the primary fear driving the horror sequences is the invasion and manipulation by an unknown, possibly sinister presence.",Invasion & Paranoia
False,/gxk04EjNx5mt4qxRr7d3EWPd4JA.jpg,"[53, 27]",50698,en,Grave Encounters,A crew from a paranormal reality television show lock themselves in a haunted psychiatric hospital. They search for evidence of paranormal activity as they shoot what ends up becoming their final episode.,6.1108,https://image.tmdb.org/t/p/original/8vnsB3Rg9Gb91UOaecXRb7dYB37.jpg,2011-09-09,Grave Encounters,False,6.32,1592,"haunting, insane asylum, paranormal, psychiatric hospital, ghost hunting, paranormal investigation, labyrinth, mental asylum, found footage, straightforward, pov",Canada,2011,9,9,2010,"Based on the title, overview, and keywords, I would classify ""Grave Encounters"" under **Invasion & Paranoia** (Category 1).

The film's premise revolves around a crew from a paranormal reality TV show investigating a haunted psychiatric hospital. The fear of being replaced or observed by hidden others (ghosts) drives the horror sequences. The found-footage style and POV shots create an immersive experience, emphasizing the sense of invasion and paranoia.

While there may be elements of isolation and psychological unraveling, the primary fear at the core of the film is the invasion of the crew's reality by supernatural entities, which aligns with Category 1: Invasion & Paranoia.",Invasion & Paranoia
False,/bSbvUCRjCwVVrAgW0Q96p4ySN8l.jpg,"[12, 14, 27]",79190,en,Jabberwock,Alec a courageous but impetuous knight returns to his home village having been summoned by his older brother Francis to care for their ailing father. The brothers' reunion is short-lived as a traveller terrified and half-crazed arrives to warn of an imminent attack by a winged creature with the body of a dragon the head of a gruesome insect and deadly claws. As the beast descends upon the peaceful town brash Alec draws his sword and the villagers arm themselves. Now the brothers must stand together to save their home and the people they love.,6.035,https://image.tmdb.org/t/p/original/o0qKjNQRil4Bvufzhr2K45Buavf.jpg,2011-09-09,Jabberwock Dragon Siege,False,3.6,24,,"Canada, United States of America, United Kingdom",2011,9,9,2010,"Based on the title, overview, and keywords, I would classify ""Jabberwock Dragon Siege"" under **Ecological / Natural Menace**.

The movie appears to feature a fantastical creature with the body of a dragon and the head of an insect, which is described as having deadly claws. This threat is not driven by human agency or systemic control, but rather by a natural phenomenon that poses a danger to the peaceful town. The villagers' response to this threat is also centered around defending their home against this external menace.

While there may be themes of brotherly love and family dynamics, these do not seem to be the primary drivers of the horror in the movie. Instead, the fear arises from the sudden and terrifying invasion by a monstrous creature that threatens the town's very existence.",Ecological / Natural Menace
False,/jJPJTvq9aqmIlJUqOInmE4pSTiG.jpg,[27],73963,en,Creature,"An ex-Navy seal, his girlfriend and their friends head out on a road trip to New Orleans. The group decides to stop at a roadside convenience store owned by Chopper, who tells them the tale of Lockjaw, a fabled god-like creature who is half-man, half-alligator.",4.9433,https://image.tmdb.org/t/p/original/SrKrYh4Qmhpfcn9PsW2jpLROul.jpg,2011-09-09,Creature,False,5.19,105,"snake, crocodile, brotherhood, swamp, brother sister , boyfriend girlfriend relationship, soldier of fortune",United States of America,2011,9,9,2010,"Based on the title, overview, and keywords, I would classify the movie ""Creature"" under **Body Horror**.

The fear at the core of this film appears to be the bodily invasion and transformation caused by the creature, Lockjaw. The fact that it's a half-man, half-alligator hybrid suggests a blurring of human and animal boundaries, which is a hallmark of Body Horror. The presence of snakes and crocodiles as keywords also reinforces this classification.

While there may be elements of Invasion & Paranoia or Captivity & Voyeuristic Sadism present in the film, the primary fear driving the horror appears to be the bodily transformation and invasion caused by Lockjaw, making **Body Horror** the most fitting category.",Body Horror
False,/pe9PbtFa1ISZ5EOmUC5mLBcISzq.jpg,"[9648, 14, 27]",78381,en,Twixt,"A washed-up horror novelist arrives in a sleepy town on a book tour, only to stumble into a string of eerie murders. Haunted by dreams of a ghostly girl named V and guided by the spirit of Edgar Allan Poe, he’s drawn into a nightmarish world where fiction and reality blur—and the story he’s chasing leads back to his own buried guilt.",3.4229,https://image.tmdb.org/t/p/original/jSn7DVovIFeTSiwwoziSYpJFaaS.jpg,2011-09-10,Twixt,False,5.074,317,"sheriff, vampire, orphanage, writer, ghost, murder mystery",United States of America,2011,9,10,2010,"Based on the title, overview, and keywords, I would classify ""Twixt"" under **Grief & Familial Trauma**.

The film's focus on a washed-up horror novelist haunted by dreams of a ghostly girl named V, as well as his connection to Edgar Allan Poe, suggests that the primary fear at play is rooted in grief, loss, and family trauma. The blurring of fiction and reality also implies a deep-seated emotional pain that drives the protagonist's journey.

The presence of an orphanage and vampire themes adds to the sense of dark, gothic atmosphere, which is typical of films classified under Grief & Familial Trauma. The sheriff and murder mystery elements also hint at a deeper exploration of guilt, shame, and the consequences of past actions, all of which are characteristic of this fear category.

While there may be elements of possession or supernatural horror present in the film, I believe that the core fear driving the narrative is rooted in grief, family trauma, and the protagonist's own buried guilt.",Grief & Familial Trauma
False,/5xkUNp36OqJLm7ERfVIEinZrxQW.jpg,"[53, 27, 14]",63207,en,Intruders,"Though no one can see him, Hollow Face lurks in the corners, desperately desiring love but only knowing how to spread fear and hate. He creeps into the life of John Farrow after Farrow’s beloved 13-year-old daughter Mia is assaulted in their home. The line between the real and the imaginary blurs as fissures start to open within the family unit. It seems that no security measure can keep Hollow Face out.",5.6443,https://image.tmdb.org/t/p/original/erGjRCwzKOGHxJ32fR5ObGYtBBK.jpg,2011-09-12,Intruders,False,5.5,540,"construction site, protective father","United States of America, Spain, United Kingdom",2011,9,12,2010,"Based on the title, overview, and keywords, I would classify ""Intruders"" under **Invasion & Paranoia** (Category 1).

The film appears to revolve around an unseen presence, Hollow Face, who invades the life of John Farrow and his family after a traumatic event. The blurring of reality and imagination suggests that this external force is manipulating the family's perception of their surroundings.

While there may be themes of protection and paternal love, the primary fear driving the horror seems to be the invasion of an unknown entity into the family's life, which aligns with the Invasion & Paranoia category.",Invasion & Paranoia
False,/vKJHPrrbjbhYnbu7dSgXHnTbNgq.jpg,"[27, 53]",78093,en,Alyce Kills,"After accidentally knocking her best friend off a roof, Alyce is haunted by guilt and delves into a brutal nightmare wonderland of sex, drugs and violence, her mind tearing itself apart… along with anyone else who gets in her way.",5.6602,https://image.tmdb.org/t/p/original/2AxdAm6fpXmMKV1HFkcW0bZvb7j.jpg,2011-09-14,Alyce Kills,False,5.2,109,,United States of America,2011,9,14,2010,"Based on the title, overview, and keywords, I would classify ""Alyce Kills"" under **Grief & Familial Trauma**.

The film's premise revolves around Alyce's guilt and descent into a brutal nightmare world after accidentally killing her best friend. This is a classic example of Grief & Familial Trauma, where the horror stems from loss, inheritance, or haunted domestic bonds. The film's focus on Alyce's mental unraveling and violent outbursts as she grapples with her guilt suggests that this category is the most fitting.

While there may be elements of psychological horror and violence, these are secondary to the primary fear of losing control and descending into madness due to grief and familial trauma.",Grief & Familial Trauma
False,/1wCW29XZGasJPjPL4Myhv564sdV.jpg,"[27, 53, 9648]",74915,en,Episode 50,"Teaming up for the first time for a special episode of a supernatural reality TV show, two rival crews get more then they bargained for when they make physical contact with a ferocious spirit of terrifying power. They must band together before it destroys them all. After 49 killer episodes…this is the true story of what happened on episode 50.",3.2872,https://image.tmdb.org/t/p/original/2CafSu1hxvxLRYTiFuhA3sH0xNP.jpg,2011-09-16,Episode 50,False,3.636,55,"found footage, dark fantasy, supernatural horror, horror, mystery, thriller, female director",United States of America,2011,9,16,2010,"Based on the title, overview, and keywords, I would classify ""Episode 50"" under **Invasion & Paranoia** (Category 1).

The film's premise revolves around two rival crews making physical contact with a ferocious spirit of terrifying power, which suggests an external or uncanny presence that invades their reality. The fact that the teams must band together to survive implies a sense of paranoia and fear of being replaced or observed by this unseen force.

While there may be elements of captivity and voyeuristic sadism present in the found footage format, the primary fear driving the horror is the invasion and manipulation by an external entity, which aligns with the **Invasion & Paranoia** category.",Invasion & Paranoia
False,/hYJOPAcO60cSNaWqzE815PgdsTz.jpg,"[27, 878, 53, 9648]",73262,de,Hell,"In 2016 the sun has turned the entire world into a scorched and barren wasteland. The humans who have survived are either resourceful or violent, and sometimes both. Marie, her little sister Leonie, and best friend Phillip, are in a car headed to the mountains - rumor has it there is water there. Along the way they meet Tom, a first-rate mechanic. But can they trust him? Fraught with deep distrust, the group is lured into an ambush where their real battle for survival begins.",4.7298,https://image.tmdb.org/t/p/original/rJulOgsQxehjHhAdhIi9SgLLFHC.jpg,2011-09-20,Hell,False,5.8,288,"ambush, chase, dystopia, heat, post-apocalyptic future, survival, fear, locked in, end of times","Germany, Switzerland",2011,9,20,2010,"Based on the title, overview, and keywords, I would classify the movie ""Hell"" under the category **Invasion & Paranoia**.

The primary fear at the core of this film appears to be the invasion and paranoia caused by the post-apocalyptic wasteland and the unknown dangers that lurk within. The characters are constantly on edge, trying to survive in a world where trust is hard to come by, and they must navigate treacherous situations to reach their goal.

The fear of being replaced or infiltrated by hidden others (in this case, the unknown dangers of the wasteland) drives the horror sequences, making **Invasion & Paranoia** the most fitting category for this film.",Invasion & Paranoia
False,,"[27, 878]",515906,en,Montauk,"For years, conspiracy theories have surrounded the Montauk area - from government projects to something deeper and more supernatural. Now, using files unearthed from the archives of the Suffolk County Police department, bear witness to the latest - and most shocking - incident in the history of the area.",3.3748,https://image.tmdb.org/t/p/original/k1k1v5bhEx56fUShthilMBPuzl1.jpg,2011-09-21,Montauk,False,0.0,0,,,2011,9,21,2010,"Based on the title, overview, and keywords, I would classify ""Montauk"" under **Invasion & Paranoia**.

The film appears to be centered around conspiracy theories surrounding the Montauk area, which suggests an external or uncanny presence that is infiltrating or observing the characters. The use of police department archives and files implies a sense of investigation and discovery, which adds to the paranoia and fear of being replaced or observed by hidden others.

The fact that the film is centered around a specific location (Montauk) and the supernatural/supernatural government projects suggests an invasion or takeover by an external force, rather than a collapse of moral order or social breakdown. Therefore, I would classify ""Montauk"" under **Invasion & Paranoia**, as it primarily depicts an external presence that is altering the environment and characters' perceptions without conscious intent.",Invasion & Paranoia
